title,local,company_name,salary,description 
Data Scientist, New York NY, Maven NY,NA,Our Client is a global Investment Bank The firm is looking to appoint a small number of Data Scientists – at varying levels of experience – to one of its research teams This team really enjoys an exciting and broad mandate and is oneofkind in many respects In short the team enjoys access to a plethora of internal trading data and is charged with trying to figure out how to monetize it further Specifically in the form of building and deploying new and profitable systematic trading strategies This is a very interesting longterm opportunity for investigative data scientists Requirements • A PhD in Econometrics Statistics and or similar from a leading faculty • You will have anywhere between 210 years of applied data science experience from any industry – the team is hiring at various levels • Strong selfsupporting programming skills in Python • Investigative entrepreneurial mindset If you find this role of interest please do apply here and we would be happy to discuss it in greater deal with you Ref AM – New York
Data Scientist, San Francisco CA, Clover Health,$150.000,Clover is reinventing health insurance by working to keep people healthier Clovers Data Science team is charged with leveraging our dataour most important assetto generate value for our members From understanding how the member experience impacts clinical outcomes to making our home visits more efficient and effective our team pushes out insights central to executing on our core mission And our impact is tremendous youll be able to point to one of our members and say I helped make that persons life better Were looking for a Data Scientist to help us build a revolutionary new health care company As a Data Scientist you will Partner with Product and Clinical teams to define criteria and measure success of new initiatives Empower our operations staff to understand relevant data and how it should impact their decisions Build models tools and validation processes that help Clover translate insights into action at scale Determine priorities by estimating the potential impact of projects Acquire and bring structure to data so that it can be used in our reports and data apps You will love this job if You want to create impact with your work by finding insights in the data that unlock value and improve outcomes You have a strong understanding of how to structure analyses and experiments to yield interpretable actionable results  You reason holistically  From project scope to priority to implementation youll have an impact on how decisions get made You are comfortable acting autonomously in ambiguous and dynamic environments You are fearless in the face of messy data  and adept at programmatically structuring and cleaning records collected from the real world You strive to automate as much as possible yet understand the value of explicitly incorporating human decisions into the systems you build You have just as much interest in helping other people move faster as you do building your own analyses You should get in touch if You have a strong foundation in probability statistics and statistical modeling or machine learning You have a solid track record working crossfunctionally You have developed a technical skillset which allows you to work efficiently and leverage relevant data science software tools Pursuant to the San Francisco Fair Chance Ordinance we will consider for employment qualified applicants with arrest and conviction records We are an EVerify company About Clover We are reinventing health insurance by combining the power of data with human empathy to keep our members healthier We believe the healthcare system is broken so weve created custom software and analytics to empower our clinical staff to intervene and provide personalized care to the people who need it most We always put our members first and our success as a team is measured by the quality of life of the people we serve Those who work at Clover are passionate and missiondriven individuals with diverse areas of expertise working together to solve the most complicated problem in the world healthcare
Data Scientist, Washington DC, Fannie Mae,$127.000,THE COMPANY Fannie Mae provides reliable largescale access to affordable mortgage credit in communities across our nation We are the leading source of funding for housing in America which means more people can buy or rent a home We are focused on sustaining the housing recovery improving our company and leading change to make housing better Join our diverse highperforming team and make a difference as we work together to enable access to a good home For more information about Fannie Mae visit httpwwwfanniemaecomprogress JOB INFORMATION Conduct analyses or studies on effects of different economic conditions on the companys products assets or investments Identify and evaluate economic trends and their prospective effect on the markets in which the companys goods or service trade Collaborate on product development risk management financial management and capital market projects and exercises with economic analysis and projections May represent the company in trade associations professional groups or to the public KEY JOB FUNCTIONS Conduct economic research on public proprietary or lender data to assess trends or patterns in lending borrowing and the models used by the company to assess risk or assign risk management policies Provide macroeconomic data and interpretation on home prices home inventories regional trends and the like both within organization and to lenders originators insurers and the like Perform research and analytics on proprietary systems and related issues including evaluating and implementing new products model review and updates and data quality issues Review technical requirements written by application development team and insure that they accurately implement credit finance models or model changes Using public and proprietary data assess risks in particular regions asset classes types of lenders or borrowers and the like Prepare analyses and reports as appropriate LIVN1 EDUCATION Bachelors Degree or equivalent required Masters or PhD in Statistics Mathematics Computer Science or related field preferred MINIMUM EXPERIENCE 4 years of related experience PhD holders with 2 years of related experience will be considered as well SPECIALIZED KNOWLEDGE  SKILLS 4 years of experience analyzing data sets and building statistical models Strong problem solving skills with an emphasis on product development Knowledge of advanced statistical techniques and concepts regression properties of distributions statistical tests and proper usage etc and experience with applications Ability to use statistical languages R Python SAS etc to manipulate data and draw insights from large data sets Practical experience with SAS ETL data processing database programming and data analytics a plus Coding knowledge and experience with several languages such as Java Perl PLSQL a plus Experience with Amazon Web Services technologies especially S3 Redshift a plus Excellent written and verbal communication skills for coordinating across teams EMPLOYMENT As a condition of employment with Fannie Mae any successful job applicant will be required to pass a preemployment drug screen and to successfully complete a background investigation Fannie Mae is an Equal Opportunity Employer
Data ScientistNLP Engineer, Boulder CO, Workday,$119.000,Join our team and experience Workday Its fun to work in a company where people truly believe in what theyre doing At Workday were committed to bringing passion and customer focus to the business of enterprise applications We work hard and were serious about what we do But we like to have a good time too In fact we run our company with that principle in mind every day One of our core values is fun Job Description The Workday Assistant team is looking for exceptional individuals with experience in data science and engineering to help us enable cutting edge conversational user experiences and digital assistants Our team enables conversational UIs that understand plan learn speak and remember Come join a growing team where you will have the opportunity to build the core technologies and tools that positively change how our customers work with enterprise applications  making them more engaging collaborative and interactive Responsibilities • Design and develop stateoftheart deep learning architectures in information extraction and natural language processing • Conduct performance analysis and optimize neural networks training code • Improve compute and memory efficiency of neural network training • Closely follow academic developments in the field of machine learning Skills  Experience • 3 years of experience using machine learning and data science to ship realworld data products • Degree in a quantitative discipline computer science statistics operations research information visualization biophysics applied mathematics etc • Experience in Hadoop Spark and associated tools to build scalable machine learning systems • Strong programming skills with a solid foundation in data structures algorithms and software design • Proficiency in Python and experience with data analysis libraries such as pandas numpy spicy and scikitlearn • Interest in deep learning approaches and computation libraries like TensorFlow Keras etc • Interest or experience in information extraction text mining natural language processing recommendation systems and search relevance • An ability to balance a sense of urgency with shipping high quality and pragmatic solutions
Data Scientist, San Francisco CA, BOLD,$158.000,BOLD is an established and fastgrowing technology company that transforms work lives Since 2005 BOLD has delivered awardwinning career services that have a meaningful and positive impact on job seekers and employers BOLDs robust product line includes a professional resume and cover letter writing services scientifically validated career tests and employer tools that help companies hire onboard and communicate with their staff Position Summary In this critical role youll combine your analytical and data science skills to deliver key insights to our Product and Engineering teams You will help develop data science and machine learning techniques that can be bundled as microservices integral to Bolds data platform You will work with teams whose domain experience include Big Data Business Intelligence and core product development Required Responsibilities Leverage our rich data sets of user data to perform research develop models and create data products with our Development  Product teams Develop novel and scalable data systems that leverage Big Data sets and machine learning techniques to enhance user experience and engagement Build a better understanding of our user base through exploratory and confirmatory analysis to increase user retention and B2B opportunities Develop entity taxonomies knowledge bases and graphing techniques to find deep insights and recommendations for users in career space Develop deep learning techniques to do user segmentation and cohort analysis Mentor and coach related team members Required Qualifications Bachelors or Masters in a relevant technical field such as Computer Science Statistics Data Science Data Engineering Machine Learning 34 years of relevant experience in Data Science and Machine Learning Deep understanding of data analysis statistical techniques natural language processing and knowledge base graph systems Expertise in database querying SQL noSQL search techniques web services etc Excellent problemsolving skills Domain expertise of data analysis tools Python R OctaveMATLAB or similar Fluent in a programming language Python Ruby PHP Java or similar Understanding of cloud computing Amazon Web Services or Microsoft Azure Familiarity with the Hadoop ecosystem including HDFS MapReduce Hive and Spark Write reusable efficient code to automate analysis and data processes Ability to clearly communicate complex analytical methods and results to a nontechnical audience Ability to map Data Science techniques to solve product and business problems to increase consumer and retention About BOLD BOLD is a fastpaced innovative company full of smart committed people who are passionate about our products and love helping people find the career of their dreams We balance work and fun while continuing to build a successful fastgrowing company that is changing the way people get jobs Our vision is to revolutionize the online career world by creating transformational products that help people find the careers they love and reach their full potential BOLD is an equal opportunity employer All persons will receive consideration for employment without regard to race color religion gender pregnancy national origin ancestry citizenship age legally protected physical or mental disability covered veteran status status in the US uniformed services sexual orientation gender identity or expression marital status genetic information or membership in any other legally protected category Qualified applicants with arrest and conviction records will be considered for the position in accordance with San Franciscos Fair Chance Ordinance
Data Scientist, San Francisco CA, Grammarly,$114.000,The Opportunity Effective communication is hard It requires talent skill and a lot of effort Enter Grammarly the first widely adopted AI communication assistant helping people with the substance and impact of their writing Grammarly helps millions of people make their written communication clear mistakefree and effective With a 110 million growth equity investment Grammarly is changing the way the world communicatesenabling people to write exactly what they mean and be fully understood To help us reach that goal Grammarly is looking for a handson Data Scientist As a consumer Internet company we produce huge amounts of data and you will find the insights to make it actionable You will have broad impact and exposure across Grammarly working with team members from our product research marketing engineering and finance teams At Grammarly our impact comes from a strong culture with highly engaged highly motivated team members We hire exceptional people and reward them with trust autonomy mentorship and the freedom to grow into their roles Were a passionate growing team on a mission to improve lives by improving communication If youre up for the challenge we would love to meet you What You Will Accomplish Within your first month you will start developing a good understanding of the overall data processing pipeline understand a subset of Grammarlys key metrics and complete at least two small data reports and present to relevant business owners By month three you will become an expert user of our analytical tools start contributing to the Data Science teams projects understand all of Grammarlys key metrics and independently work on small to medium complexity data projects including AB tests channel analysis and user engagement By month six you will start working independently on complex data projects such as user segmentation short and longterm user engagement analysis and lifetime value projections By year one you will become the goto person and subjectmatter expert for a few of Grammarlys key metrics own and drive projects independently with minimal supervision and along with our other Data Scientist ensure data science excellence at Grammarly dashboards high quality reports empowered teams etc Talents You Bring to the Team You embody our EAGER values Ethical Adaptable Gritty Empathetic Remarkable Experience in data analysis AB testing retention tracking etc consumer product experience preferred Degree in statistics math physics engineering other quantitative field or an equivalent combination of education and experience Proficient in data mining and statistics Experience with SQL and programming in Python R Scala or equivalent language Strong analytical and critical thinking skills and a strong bias toward actionable insights love of finding insights and getting others to act on them You are a selfstarter with superior organizational and prioritization skills What Grammarly Offers You Big goals challenging work fast learning cycles practical training and meaningful feedback Project exposure and ownership that impacts our world users product colleagues and business Health care 401K communication coaching and great coworkers About Grammarly Grammarlys AIpowered products help people communicate more effectively Grammarly is available in a variety of writing interfaces including browser and desktop integrations to help users in both their personal and professional lives whether they are communicating through email or social media applying for jobs or even filling out online dating profiles It also increases productivity and efficiency for professionals in a wide range of fields including marketing sales engineering customer support and education Grammarly is headquartered in San Francisco with offices in New York and Kyiv The diverse experiences ideas and identities of Grammarlys team members help us make better decisions and drive great results for our users We foster an inclusive work environment that welcomes team members of all backgrounds and perspectives As an equal opportunity employer we evaluate candidates based solely on talents skills and knowledge Grammarly participates in EVerify
Sr Data Scientist  Vision, Austin TX, SparkCognition,$116.000,SparkCognition is looking for innovative Data Scientists to join our team to help create the next generation of analytics and artificial intelligence solutions At SparkCognition you will immerse yourself in cuttingedge research and work with the latest technologies to deliver value in object detection and recognition for defense security and maintenance applications Responsibilities Building models to solve specific problems This includes but is not limited to Processing cleansing and verifying the integrity of data used for analysis Feature engineering using various techniques for the enhancement of data Performing feature selection on original and generated data Using machine learning tools to develop and train models Performing efficacy testing of the models Building automated tools that enable data scientists to more effectively perform tasks such as data cleaning feature generation feature selection or model building Performing adhoc analysis and presenting results in a clear manner Working with a team to help solve new neverbefore solved challenges in computer vision object detection recognition and tracking from images and videos Skills and qualifications Understanding and experience using machine learning techniques and algorithmsincluding but not limited to Linear Models Neural Networks Decision Trees BayesianTechniques Clustering Anomaly Detection and more Experience with data science languages such as Python R MatLab etc Experience with machine learning frameworks such as TensorFlow PyTorch TheanoKeras etc Experience using deep learning convolutional neural networks CNNs for image recognition and object detection eg Experience with toolkits like OpenCV and object detection algorithms Experience managing large volumes of data terabytes or more Great communication skills Good scripting and programming skills especially Python Graduate degree or equivalent industry experience PhD preferred in Computer Science Statistics Physics Mathematics or a related scientific discipline US citizenship required Desirable skills and qualifications Active US security clearance Experience with developing application on full stack of HTTP JSON REST ReactJavaC SQL and noSQL databases SparkCognition is an equal opportunity employer All qualified applicants will receive consideration for employment without regard to race color religion sex sexual orientation gender identity andor expression national origin protected veteran status disability genetics or citizenship status when otherwise legally authorized to work and will not be discriminated against on the basis of such characteristics or any other status protected by the laws or regulations in the locations where we operate If you need assistance or an accommodation due to a disability you may contact us at accommodationssparkcognitioncom
Data Scientist  TSSCI Required, Chantilly VA, Phoenix Operations Group,NA,US Citizenship Required and TSSCI Required Job Description Excited about data Take action with it As a Phoenix Data Scientist youll be part of a team with access to tons of real mission and that takes action on it You will not be simply designing algorithms or analyzing theoretical use cases Youll be using languages like R Python and Scala to glean actionable insights and build tangible capabilities On a typical day as a Phoenix Data Scientist youll collaborate with both engineers and mission SMEs eg Cybersecurity or SIGINT analysts to process mass amounts of data Youll implement not just design neural networks Bayesian models and other Machine Learning techniques to address mission needs Make a difference today Skills Required Python or Scala Experience in a Linux environment Comfortable with very large data sets Skills Preferred R Rstudio Shiny Apache Spark Machine Learning Neural Networks Artificial Intelligence Predictive Modeling Qualifications US Citizenship Required Security Clearance TSSCI Required Some positions require FSP Bachelors Degree in Math Science or Engineering Benefits Offered Medical Dental Vision Insurance  100 Company Paid Premiums STD LTD and Life Insurance  100 Company paid 401K Automatic 10 company contribution no matching required PTO  4 weeksyear Holidays  10 paidyear Birthdays off with pay Referral Bonuses Upfront AND Annually Recurring Open Source Bonuses Contribute to our Github projects Professional Development Paid training Certifications and Enrichment ABOUT PHOENIX OPERATIONS GROUP Phoenix Operations Group is a highend engineering services company dedicated to protecting and advancing our national cyber resources As a small startup operating out of the BaltimoreWashington DC area we rely on innovation to continually advance our employees skills and provide gamechanging solutions to our customers Our technical competencies include Big Data analytics batch and streaming Cloud Computing infrastructure multiINT visualization and enterprise architectures We support operational missions AllSource Financial CND and serve as Product Owners for our opensource research initiatives Please visit us at httpwwwphoenixopsgroupcom for more information US Citizenship Required and TSSCI Required
Data Scientist, Malvern PA, Vanguard,$87.000,To create technology and data solutions for complex business problems and strategic questions Provides direction evaluation selection configuration implementation and integration of new and existing technologies and tools for data analysis model development and other advanced analytics needs This is a unique opportunity to support one of Vanguards strategic pillars Product Leadership Duties and Responsibilities Develops queries and performs extensive programming to access transform and prepare data for statistical modeling Identifies and diagnoses data inconsistencies and errors forages to fill data gaps and blazes new data trails Creates derived characteristics Designs and develops models to target marketing and service offers Supports production implementation of models and validates models Creates model documentation Performs deep dive diagnostic predictive and prescriptive analytics for customer behavioral segmentation lookalike targeting growth opportunity estimation and next best action identification Prepares and delivers insight presentations and action recommendations Communicates complex material in laymans terms Educates leaders and crew on analytical findings and implications using storytelling data visualization and graphical artisanship Designs analytic plans translating business problemsopportunities into analytic approaches Engages with project sponsors and stakeholders to understand each business question Probes for hidden questions and goals Brings structure to each request and translates requirements into an analytic approach Analyzes data to describe client behavior and preferences understand channel usage diagnose client experience problems size marketing opportunity target clients for treatment and measure the impact of marketing and servicing initiatives Identifies and utilizes appropriate analytic methods and specialized tools to generate insights answer the business questions and fulfill project objectives Seeks out innovative approaches and techniques Guides test design research design and model validation Provides statistical consultation services Serves as the analytics expert on cross functional teams for large strategic initiatives Develops and applies domain knowledge of Vanguards businesses and data to shape the analytic road map Contributes to the growth of the analytic community Participates in special projects and performs other duties as required Qualifications Undergraduate degree in Analytics Applied Mathematics Economics Statistics or related analytical field of study or equivalent combination of training and experience Graduate degree preferred A minimum of five years general experience and five years relevant professional experience in analytical roles Experience developing creative analytical solutions to marketing and client service problems and opportunities Able to take disparate data and understand it process it extract value from it visualize it and communicate it Experience consulting to understand business problemsopportunities translating needs into analytic projects and applying results Data wrangling  Programming skills to access transform and prepare large scale data for statistical modeling Experience utilizing statistical and machine learning methods data imputation propensity models regression logistic linear clustering knearest neighbors hierarchical decision trees CHAID CART random forest uplift modeling optimization simulation time series hazard function and survival analysis Bayesian methods principal component analysis support vector machines association rules ensemble methods forecasting model validation design of experiments text mining Skills in the data science tool stack SAS Base Macro Stat SQL KnowledgeSTUDIO Python R Domain experience in marketing analytics customer acquisition digital marketing response modeling identifying customer needs predicting customer behavior next best action diagnosing customer struggle attritionchurn customer lifetime value sales territory analytics Strong communicator of complex concepts and analysis able to handle a variety of audience knowledge levels Data visualization and storytelling skills Vanguard is not offering visa sponsorship for this position
Programmer Analyst – Data Scientist, United States, Reliable Software Resources,NA,Department  Data Science  Job Type  Full – Time  Location  Nationwide Job Overview The Data Scientist leads the team in developing sophisticated predictive models mining large data sets for insights building scalable data products and growing the overall Data Science capability This individual serves as the senior member on project teams often creating solutions from scratch or applying known and proven techniques effectively This role is well versed in multiple analytical techniques and can seamlessly transition between projects data types and problems Responsibilities Closely follows the direction set by delivery management and senior team members to achieve common goals Assist senior team members in collecting client requirements analyze requirements configuration testing and validation of the software application Works closely with the Data Engineering and Product teams to ensure the successful completion of projects Decomposes problem statements into specific deliverables and requirements Supports the Product Owners in developing sprint goals and roadmaps Continuously scans the Data Science landscape for recent developments and opportunities to ingrate new methodologies into the existing project portfolio Creates presentations and delivers results to colleagues stakeholders and executive leadership Leads peer review sessions and collaborative exercises to build the team’s overall analytical capability Performs data aggregations joins manipulations and cleaning to ensure data integrity throughout the entire analytical process Applies supervised and unsupervised modeling techniques to data to generate predictions and uncover patterns Develops hypothesis statements and applies statistical testing to determine causality and generalize observations Solves problems by applying a variety of predictive modelingmachine learningdeep learning techniques Maintains a comprehensive understanding of the current analytical landscape including emergent technologies and methods Be a team player able to work with minimal supervision yet also should be able to collaborate with local remote teams with multiple departments Good at interfacing with the client on a professional and consultative level Skills and Experience Required An advanced understanding of supervised and unsupervised learning techniques including variable selection feature engineering model generation model diagnostics and deployment Excellent statistical skills that are grounded in a thorough understanding of testing and frequentistBayesian methodologies Prior working experience in design and developing analysis techniques that uncovers patterns trends and anomalies in large scale data using regression analysis queue modeling machine learning and neural networks Experienced in working with large amount of data stored either in relational databases NoSQL databases or Hadoop environment and also variety of APIRESTful services Prior work experience in using advanced programming languages like either R Python or similar analytical language Prior work experience in using Matlab or SAS Experience with state of the art techniques such as AI and Deep Learning Advanced knowledge of Apache Spark Spark Machine Learning Spark SQL and Spark Streaming Working experience in using various cloud environments such as AWS and Azure Intermediate understanding of software development and collaboration including experience with tools such as Git Exceptional written and verbal communication skills comfortable presenting in front of large audiences A basic understanding of agile methodologies and continuous delivery Excellent data visualization skills to be able to determine the appropriate visualization for a variety of data types and create compelling stories with data A proven track record of leading successful projects and driving measurable viable results using Data Science techniques Educational Qualifications Required – Master’s degree in Computer Science Information Technology Computer Engineering or closely related or equivalent Preferred – research publications doctoral degree etc Travel Open to travel based up on the nature of the engagement Equal Employment Opportunity Reliable Software employment does not discriminate on the basis of race religion gender sexual orientation age or any other basis as covered by federal state or local law Employment decisions are based solely on qualifications merit and business needs Apply Now
Data Scientist, Santa Monica CA, Hulu,$120.000,Hulu is a premium streaming TV destination that seeks to captivate and connect viewers with the stories they love We create amazing experiences that celebrate the best of entertainment and technology We’re looking for great people who are passionate about redefining TV through innovation unconventional thinking and embracing fun It’s a mission that takes some serious smarts intense curiosity and determination to be the best Come be part of the team that’s powering play SUMMARY At Hulu number one priority is our customers We make business decisions around our customers’ preferences Data Sciences Team at Hulu combines deep data analysis and research of our rich user data to present a compelling vision around user retention and preferences across the vast ecosystem of Hulu’s product offerings and content We are looking for data scientists who are passionate about using data to drive strategy and product recommendations You will be engaged with senior leaders to design wellconstructed analyses and work crossfunctionally with analysts product managers and engineers to effectively deliver actionable results You will work on variety of domains such as data science machine learning and optimization lead cutting edge analytical solution development pipeline and contribute to external research via attending conferences and collaborations WHAT YOU’LL DO Apply state of the art machine learning statistics or data mining in a variety of areas including customer analysis video content genome social analysis etc Invent and fast iterate on novel solutions to challenging data related problems Develop scalable and efficient methods for large scale data analyses and model development Collaborate with developers program managers and product managers in an open creative environment Coaching and providing research and system guidance to a team of other researchers on a variety of areas including video content genome social mining data analysis etc WHAT TO BRING Masters degree in Statistics or related quantitative field eg Computer Science Econometrics Mathematics Physics Operations Research 3 years related experience such as analyzing data andor building analytical models in either an academic or professional setting and 3 years relevant work experience Experienced with scripting languages such as R Python Ruby or SAS Real world analytical solution building experience Ability to draw conclusions from data and recommend actions Demonstrated selfdirection Proficient in prototyping models using scripting languages eg Python Ruby etc NICETOHAVES PhD in in Statistics or related quantitative field eg Econometrics Mathematics Physics Operations Research Experience in causal inference is a plus LISY1
Data Scientist, San Francisco CA, Pocket Gems,$141.000,Pocket Gems wants to build the greatest games and interactive entertainment in the world Thats the mission our founders began in an apartment above a pizza shop back in 2009 and we continue it today Pocket Gems has grown to over 250 people in San Francisco With 155 million in backing from Sequoia Capital and Tencent were constantly breaking new ground with graphically rich mobile games fun new genres of mobile entertainment and innovative technologies like our mobilefirst Mantis Engine Our products have been downloaded over 325 million times by players around the world Most recently weve launched Episode a mobile storytelling network and platform and War Dragons a visually stunning 3D realtime strategy game As a Data Scientist youll work with product managers to set the analytics agenda for our Core Studio Youll carry out research projects and develop machine learning models aimed at optimizing retention and monetization Along the way youll develop a deep understanding of mobile gaming and will work with our talented highoutput team Your work will have a significant lasting impact on the profitability of our games Youll have a great deal of independence well expect you to use it wisely What Youll Do Set the agenda and drive analytics initiatives for our Core Studio Develop machine learning models to optimize retention and monetization Deliver results and recommendations to key stakeholders Collaborate with other data scientists and engineers on the analytics team What Youll Bring to the Analytics Team Minimum of 5 years of professional experience Advanced degree in a quantitative field such as math physics or economics Proficiency in SQL and either R or Python The ability and desire to present complex results to nontechnical audiences Ambition to own the analytics function for a large game studio Extra Gems for Masters Degree or PhD Experience developing and deploying production code Leadership andor consulting experience Pocket Gems is an equal opportunity employer We do not discriminate based on race color ethnicity ancestry national origin religion sex gender gender identity gender expression sexual orientation age disability veteran status genetic information marital status or any legally protected status Pursuant to the San Francisco Fair Chance Ordinance we will consider for employment qualified applicants with arrest and conviction records
Data Scientist  Senior Consultant, Chicago IL, Clarity Insights,$164.000,Do YOU have a passion for working with Data Do you love working in machine learning realtime analytics or Big Data Interested in learning and utilizing different technologies without limitation We are looking for a Data Expert that will help our clients evaluate and implement big data and advanced analytics solutions in the Cloud and onpremise At Clarity Insights we specialize in providing Data  Analytics expertise that result in real and measurable business outcomes We are passionate about data problem solving and driving value to make a difference with our clients Clarity Insights is the largest independent professional services firm focused exclusively on big data and analytics Our Data Science practice has one vision to drive better business outcomes through data and analytics We provide data analytics advisory and solution delivery consulting services to many brand name organizations in social media consumer products manufacturing hightech organizations and beyond We believe that nothing sells like great delivery of advanced solutions and we are committed to our people and client delivery excellence With aggressive growth plans Clarity is seeking outstanding leaders to successfully qualify propose close and lead client solution delivery As a Senior Data Scientist at Clarity Insights you will fully understand the requirements of our client and will be working with a variety of data sources which may include big data and utilize advanced Machine Learning techniques You will participate in the development of project deliverables including Machine Learning solutions and analytical architecture Youll be part of a team environment and interact with various other roles such as solution architects and leads on scoping customer facing projects You will assist in identifying and positioning followon work at customers and with stakeholders The Senior Data Scientist should be able to individually solve problems of higher complexity and assist and guidementor more junior consultants through their experience in problem resolution They should be able to understand the business problem to be solved and should be skilled at extracting transforming and analyzing data using a variety of common analytical tools and statistical techniques The Senior Data Scientist should be able to present findings in compelling manner to business and nontechnical audience The position requires a team player that seeks to supplement their skills through the use of project experience selfstudy and ongoing training Required Qualifications 5 years of professional work experience working with data integration data science or data visualization is required 5 years recent handson experience working with data mining tools like SAS SPSS R or Python Advanced SQL skills working with RDBMSs such as Oracle DB2 Greenplum or TeradataExperience wrangling and cleansing data from multiple sources Minimum of 2 years of experience with Regression techniques Logistic Linear NonLinear and treebased learning models classification In addition to these modeling techniques experience with 2 or more additional modeling techniques ie Time Series Analysis Text Analytics Random Forest Clustering Linear programming Support Vector Machines Naive Bayes Neural Networks Autoencoders General Adversarial Networks Principal Component Analysis Markov Decision Process etc Experience working with 1 or more data visualization tools like Tableau PowerBI Rshiny GGPlot Qlik Alteryx Flask D3 etc used to tell the data story Experience working directly with the end users to understand the business problem and identifying what models will be used to solve that problem Minimum of 1 year of professional work experience with data mining on big data platforms ie Hadoop Spark or Vertica is required Minimum of 12 years implementing solutions in a cloud environment AWS Azure or Google Prior experience mentoring  leading technical teams of junior data scientists where you were responsible for providing project estimates for your work stream and assigning tasks to other team members Excellent written and oral communication skills must be capable of effectively articulating technical concepts to nontechnical audiences Must have an undergraduate BS or postgraduate MSPhD degree in Statistics Mathematics Physics Econometrics Operations Research Industrial Engineering or equivalent work experience AND a minimum of 5 years of professional work experience National travel to the client on a weekly basis is expected Normal schedule is MTh weekly travel to client location Preferred Qualifications Individuals with past management consulting experience working with both Strategy and FullLifecycle implementations for nationally based clients Why Clarity Insights Why Consulting and Why Now We dont try to be everything to everybody all the time We specialize in Big Data  Analytics and will remain a platform and tool agnostic company so you can grow technically throughout your career It sounds ridiculous but you actually need to be 100 handson technical and 100 business with strategyfocused because we dont hire noncommunicative robots who have a one size fits all approach If you LOVE working with large amounts of Data we should talk Clarity Insights is an Equal Employment Opportunity Employer We believe in treating each employee and applicant for employment fairly and with dignity LIAW1 GLDR
Data Scientist  Software Engineer  Machine Learning, Jessup MD, ClearEdge IT Solutions,NA,ClearEdge IT Solutions is seeking Data Science and Software Engineer Interns for Summer of 2018 full or parttime This internship will provide the candidate with practical handson experience performing research and development across a wide range of machine learning  AI topics The candidate will be provided with the opportunity to work with skilled engineers and administrators in a lab environment ClearEdge will provide the candidate with realworld experience and technical mentorship throughout the internship The internship may result in followon opportunities such as a continued internship fulltime employment andor clearance sponsorship Tasking Research various topics in the areas of Machine Learning ML and Artificial Intelligence AI using technologies such as Scikitlearn TensorFlow Keras MLLib CUDA etc Perform prototype development on the aforementioned topics and technologies Assist system administrators with the setup and configuration of various software systems Required Skills Familiarity with Linux and basic shell commands A basic understanding of the C and Python programming languages Flexibility in daytoday tasking Strong debugging problemsolving ability and troubleshooting skills Ability to collaborate with other engineers and nontechnical staff Familiarity with basic statistical methods Desired skills Previous familiarity with GPU programming a strong plus Familiarity with Machine Learning AI andor Data Science methods Sound mathematical and statistics background Additional Requirements Candidates must be currently enrolled student US citizenship is required
Data Scientist II, Irvine CA, Kelley Blue Book,$106.000,Description The Data Scientist anticipates future business needs and identifies opportunities for complex analysis The Data Scientist Lead will gather and analyze data to solve and address highly complex business problems and evaluate scenarios to make predictions on future outcomes and provide prescriptive solutions that support decision making The Data Scientist will be involved in all phases of Big Data analytics projects including question formulation research development implementation and testing The Data Scientist will be able to explore and understand data and build advanced analytical models then present and discuss the resulting models to any level of audience The Data Scientist will design and drive the creation of new standards and best practices in the use of statistical data modeling big data and optimization tools for Cox Automotive Identify and direct special studies and analyses for unique business problems and scenarios Proactively identify algorithms or products with high intellectual property content assist in the evaluation of their potential for patents where appropriate assist in the patent applications and contribute to the intellectual property protection for Cox Automotive Qualifications Education Requirements MS or PhD in math statistics operations research computer science engineering econometrics or other quantitative field Required Experience and Qualifications Must have at least 3 years of actual working experience performing advanced quantitative analyses Advanced handson working knowledge of PythonSQL required Working knowledge of SASR is preferred Working knowledge of big data manipulation is plus Ability to apply advanced statistical methodologies such as mixed model random and fixed effects simultaneous equations ARIMA neural networks and multinomial discrete choice Ability to apply mathematical operations to such tasks as cluster analytics sampling theory and design of experiments analysis of variance correlation techniques and factor analysis Ability to apply advanced optimization methodologies such as linear and mixed integer optimization Ability to apply advanced simulation modeling methodologies and techniques Utilize complex computer operations intermediate programming in 3rd and 4th generation languages relational databases and operating systems and advanced features of software packages wordprocessing spreadsheet graphics etc Must have relational database experience A strong passion for empirical research and for answering hard questions with data About Cox Automotive Cox Automotive is transforming the way the world buys sells and owns cars with industryleading digital marketing retail financial and wholesale solutions for consumers dealers manufacturers and the overall automotive ecosystem worldwide The Cox Automotive family includes Autotrader® Dealercom® Dealertrack® Kelley Blue Book® Manheim® NextGear Capital® vAuto® VinSolutions® Xtime® incadea® and a host of other brands With a complete and connected view of the automotive ecosystem Cox Automotive is a global company connecting people cars and capabilities with services that link the automotive value chain Cox Automotive is a subsidiary of Cox Enterprises For more information about Cox Automotive visit wwwcoxautoinccom Cox is an Equal Employment Opportunity employer  All qualified applicantsemployees will receive consideration for employment without regard to that individuals age race color religion or creed national origin or ancestry sex including pregnancy sexual orientation gender gender identity physical or mental disability veteran status genetic information ethnicity citizenship or any other characteristic protected by law Organization Cox Automotive Primary Location USCAIrvine195 Technology Dr Employee Status Regular Job Level Individual Contributor Shift Day Job Travel Yes 5  of the Time Schedule Fulltime Unposting Date Ongoing
